ID,SCG Bibtex,Paper Year,Type,Type,# Pages,Title,First Author,Second Author,Third Author,Fourth Author,Fifth Author,Sixth Author,Seven Author,Eighth Author,Nineth Author,Tenth Author,Eleventh Author,Twelfth Author,# Authors,1,2,3,4,5,6,7,8,9,10,Year,Venue,Description,Location,Date
270,Guzm13a,2013,Paper,Formalism,4,Visualizing emotions in software development projects,"Guzman, E.",,,,,,,,,,,,1,2,0,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
271,Abut13a,2013,Paper,Evaluation,10,Finding structures in multi-type code couplings with node-link and matrix visualizations,"Abuthawabeh, A.","Beck, F.","Zeckzer, D.","Diehl, S.",,,,,,,,,4,3,6,6,8,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
272,Mine13a,2013,Paper,Formalism,4,Visualizing the workflow of developers,"Minelli, R.","Lanza, M.",,,,,,,,,,,2,3,18,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
273,Shre13a,2013,Paper,Technique,4,Visualizing time and geography of open source software with storygraph,"Shrestha, A.",Ying Zhu,"Miller, B.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
274,Brad13a,2013,Paper,Formalism,4,Visuocode: A software development environment that supports spatial navigation and composition,"Bradley, D.R. ","Hayes, I.J.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
275,Karr13a,2013,Paper,Design Study,10,SYNCTRACE: Visual thread-interplay analysis,"Karran, B.","Trumper, J.","Döllner, J.",,,,,,,,,,3,1,1,9,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
276,Pauw13a,2013,Paper,Technique,10,Visualizing jobs with shared resources in distributed environments,"de Pauw, W.","Wolf, J.","Balmin, A.",,,,,,,,,,3,4,1,1,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
277,Fitt13a,2013,Paper,Formalism,4,Live trace visualization for comprehending large software landscapes: The ExplorViz approach,"Fittkau, F.","Waller, J.","Wulf, C.","Hasselbring, W.",,,,,,,,,4,5,2,2,5,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
278,Pale13a,2013,Paper,Technique,4,Visualizing constituent behaviors within executions ,"Palepu, V.K.","Jones, J.A.",,,,,,,,,,,2,3,5,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
279,Vero13a,2013,Paper,Technique,4,Visualizing the allocation and death of objects ,"Veroy, R.L.","Ricci, N.P.","Guyer, S.Z.",,,,,,,,,,3,1,1,2,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
280,Gouv13a,2013,Paper,System,10,Using HTML5 visualizations in software fault localization,"Gouveia, C.","Campos, J.","Abreu, R.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
281,Reis13b,2013,Paper,Design Study,10,Automatic categorization and visualization of lock behavior,"Reiss, S.P.","Tarvo, A.",,,,,,,,,,,2,8,2,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
282,Wehr13a,2013,Paper,Technique,4,Lightweight software reverse engineering using augmented matrix visualizations,"Wehrwein, B.",,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
283,Sass13a,2013,Paper,System,4,A closer look at bugs,"Dal Sasso, T.","Lanza, M.",,,,,,,,,,,2,2,18,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
284,Lope13a,2013,Paper,Commentary,4,Towards interactive visualization support for pairwise testing software product lines,"Lopez-Herrejon, R.E.","Egyed, A.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
285,Scan13a,2013,Paper,Formalism,4,Software entities as bird flocks and fish schools,"Scanniello, G.","Erra, U.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
286,Beck13a,2013,Paper,Technique,4,Visual monitoring of numeric variables embedded in source code,"Beck, F.","Hollerich, F.","Diehl, S.","Weiskopf, D.",,,,,,,,,4,6,1,8,2,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
287,Home13a,2013,Paper,System,4,A tile-based editor for a textual programming language ,"Homer, M.","Noble, J.",,,,,,,,,,,2,2,8,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
288,Serv13a,2013,Paper,Design Study,4,Chronos: Visualizing slices of source-code history,"Servant, F.","Jones, J.A.",,,,,,,,,,,2,1,5,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
289,Fabr13a,2013,Paper,Formalism,4,Design decisions in AspectMaps,"Fabry, J.","Bergel, A.",,,,,,,,,,,2,2,4,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
290,Abut13b,2013,Paper,System,4,IMMV: An interactive multi-matrix visualization for program comprehension,"Abuthawabeh, A.","Zeckzer, D.",,,,,,,,,,,2,3,6,0,0,0,0,0,0,0,0,2013,VISSOFT,First IEEE Working Conference on Software Visualization,"Eindhoven, the Netherlands","September 27-28, 2013"
291,Stor14a,2014,Keynote,N/A,1,Visualization for Software Analytics by Margaret-Anne (Peggy) Storey,"Storey, M.-A.D.",,,,,,,,,,,,1,5,0,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
292,Rens14a,2014,Keynote,N/A,1,Visualization and Human Vision: A Tale of Two Systems by Ronald A. Rensink,"Rensink, R.A.",,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
293,Home14a,2014,Paper,System,10,Combining Tiled and Textual Views of Code,"Homer, M.","Noble, J.",,,,,,,,,,,2,2,8,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
294,Kule14a,2014,Paper,System,9,Integrating Anomaly Diagnosis Techniques into Spreadsheet Environments ,"Kulesz, D.","Scheurich, J.","Beck, F.",,,,,,,,,,3,1,1,6,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
295,Jaas14a,2014,Paper,Technique,5,Action-Based Visualization,"Jaaskelainen, A.","Jarvinen, H.-M.","Virtanen, H.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
296,Blou14a,2014,Paper,Technique,5,Slicing-Based Techniques for Visualizing Large Metamodels,"Blouin, A.","Moha, N.","Baudry, B.","Sahraoui, H.",,,,,,,,,4,1,1,1,5,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
297,Haug14a,2014,Paper,Technique,10,Search Space Pruning Constraints Visualization,"Haugen, B.","Kurzak, J.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
298,Nobl14a,2014,Paper,Formalism,5,Livecoding the SynthKit: Little Bits as an Embodied Programming Language ,"Noble, J.",,,,,,,,,,,,1,8,0,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
299,Berg14a,2014,Paper,System,5,A Domain-Specific Language for Visualizing Software Dependencies as a Graph,"Bergel, A.","Maass, S.","Ducasse, S.","Gîrba, T.",,,,,,,,,4,4,1,4,5,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
300,Mart14a,2014,Paper,System,10,Feature Relations Graphs: A Visualisation Paradigm for Feature Constraints in Software Product Lines,"Martinez, J.","Ziadi, T.","Mazo, R.","Bissyande, T.F.","Klein, J.","Le Traon, Y.",,,,,,,6,1,1,1,1,1,1,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
301,Seri14a,2014,Paper,Commentary,10,Validation of Software Visualization Tools: A Systematic Mapping Study ,"Seriai, A.","Benomar, O.","Cerat, B.","Sahraoui, H.",,,,,,,,,4,1,3,1,5,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
302,Scho14a,2014,Paper,Taxonomy,5,Using a Task-Oriented Framework to Characterize Visualization Approaches,"Schots, M.","Werner, C.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
303,Tart14a,2014,Tool,System,4,Mr. Clean: A Tool for Tracking and Comparing the Lineage of Scientific Visualization Code,"Tartari, G.","Tiede, L.","Holsbo, E.","Knudsen, K.","Raknes, I.A.","Fjukstad, B.","Mode, N.","Bjorndalen, J.M.","Lund, E.","Bongo, L.A.",,,10,1,1,1,1,1,1,1,1,1,1,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
304,Voin14a,2014,Tool,Design Study,4,Visual Clone Analysis with SolidSDD,"Voinea, L.","Telea, A.C.",,,,,,,,,,,2,9,1,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
305,Dani14a,2014,Tool,Design Study,4,Polyptychon: A Hierarchically-Constrained Classified Dependencies Visualization,"Daniel, D.T.","Wuchner, E.","Sokolov, K.","Stal, M."," Liggesmeyer, P.",,,,,,,,5,1,1,1,1,1,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
306,Bari14a,2014,Paper,Technique,10,How Developers Visualize Compiler Messages: A Foundational Approach to Notification Construction,"Barik, T.","Lubick, K.","Christie, S.","Murphy-Hill, E.",,,,,,,,,4,1,1,1,2,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
307,Topr14a,2014,Paper,System,10,Lightweight Structured Visualization of Assembler Control Flow Based on Regular Expressions ,"Toprak, S.","Wichmann, A.","Schupp, S.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
308,Roze14a,2014,Paper,System,5,Templated Visualization of Object State with Vebugger,"Rozenberg, D.","Beschastnikh, I.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
309,Reis14a,2014,Paper,Commentary,5,The Challenge of Helping the Programmer during Debugging ,"Reiss, S.P.",,,,,,,,,,,,1,8,0,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
310,Ens14a,2014,Paper,Design Study,10,ChronoTwigger: A Visual Analytics Tool for Understanding Source and Test Co-evolution,"Ens, B.","Rea, D.","Shpaner, R.","Hemmati, H.","Young, J.E.","Irani, P.",,,,,,,6,1,1,1,1,1,1,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
311,Kula14a,2014,Paper,Design Study,10,Visualizing the Evolution of Systems and Their Library Dependencies,"Kula, R.G.","De Roover, C.","German, D.","Ishio, T.","Inoue, K.",,,,,,,,5,1,1,1,2,2,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
312,Rufi14a,2014,Paper,System,10,AniMatrix: A Matrix-Based Visualization of Software Evolution,"Rufiange, S.","Melancon, G.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
313,Mine14a,2014,Paper,System,10,Visualizing Developer Interactions,"Minelli, R.","Mocci, A.","Lanza, M.","Baracchi, L.",,,,,,,,,4,3,2,18,1,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
314,Pare14a,2014,Paper,Taxonomy,10,Information Visualization for Agile Software Development ,"Paredes, J.","Anslow, C.","Maurer, F.",,,,,,,,,,3,1,8,1,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
315,Guzm14a,2014,Paper,System,5,FAVe: Visualizing User Feedback for Software Evolution ,"Guzman, E.","Bhuvanagiri, P.","Bruegge, B.",,,,,,,,,,3,2,1,1,0,0,0,0,0,0,0,2014,VISSOFT,2nd IEEE Working Conference on Software Visualization,"Victoria, British Columbia, Canada ",29–30 September 2014
316,Girb15b,2015,Keynote,Commentary,5,Pervasive Software Visualizations,"Gîrba, T.","Chis, A.",,,,,,,,,,,2,5,2,0,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
317,Hess15a,2015,Paper,Technique,10,Stable Voronoi-Based Visualizations for Software Quality Monitoring,"Van Hees, R.","Hage, J.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
318,Khan15a,2015,Paper,System,10,Visual Analytics of Software Structure and Metrics,"Khan, T.","Barthel, H.","Ebert, A.","Liggesmeyer, P.",,,,,,,,,4,1,2,2,1,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
319,Schn15a,2015,Paper,Design Study,10,Vestige: A Visualization Framework for Engineering Geometry-Related Software,"Schneider, T.","Zulian, P.","Azadmanesh, M.R.","Krause, R.","Hauswirth, M.",,,,,,,,5,1,1,1,1,2,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
320,Fitt15a,2015,Paper,Design Study,10,Hierarchical Software Landscape Visualization for System Comprehension: A Controlled Experiment,"Fittkau, F.","Krause, A.","Hasselbring, W.",,,,,,,,,,3,5,1,5,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
321,Basi15a,2015,Paper,Taxonomy,10,A Survey on Goal-Oriented Visualization of Clone Data,"Basit, H.A.","Hammad, M.","Koschke, R.",,,,,,,,,,3,1,1,2,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
322,Gree15a,2015,Paper,Design Study,10,Interactive Tag Cloud Visualization of Software Version Control Repositories,"Greene, G.J.","Fischer, B.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
323,Scar15a,2015,Paper,Technique,10,Visualising Software as a Particle System,"Scarle, S.","Walkinshaw, N.",,,,,,,,,,,2,1,1,0,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
324,Urli15a,2015,Paper,System,10,A Visual Support for Decomposing Complex Feature Models,"Urli, S.","Bergel, A.","Blay-Fornarino, M.","Collet, P.","Mosser, S.",,,,,,,,5,1,4,1,1,1,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
325,Pale15a,2015,Paper,System,10,Revealing Runtime Features and Constituent Behaviors within Software,"Palepu, V.K.","Jones, J.A.",,,,,,,,,,,2,3,5,0,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
326,Hawe15a,2015,Paper,Technique,10,CodeSurveyor: Mapping Large-Scale Software to Aid in Code Comprehension,"Hawes, N.","Marshall, S.","Anslow, C.",,,,,,,,,,3,1,6,8,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
327,Dals15a,2015,Paper,Design Study,10,"Blended, Not Stirred: Multi-concern Visualization of Large Software Systems","Dal Sasso, T.","Minelli, R.","Mocci, A.","Lanza, M.",,,,,,,,,4,2,3,2,18,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
328,Burc15a,2015,Paper,Technique,9,Visualizing Work Processes in Software Engineering with Developer Rivers,"Burch, M.","Munz, T.","Beck, F.","Weiskopf, D.",,,,,,,,,4,3,1,6,2,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
329,Fitt15b,2015,NIER,Evaluation,5,Research Perspective on Supporting Software Engineering via Physical 3D Models,"Fittkau, F.","Koppenhagen, E.","Hasselbring, W.",,,,,,,,,,3,5,1,5,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
330,Fitt15c,2015,NIER,Formalism,5,Exploring Software Cities in Virtual Reality,"Fittkau, F.","Krause, A. ","Hasselbring, W.",,,,,,,,,,3,5,1,5,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
331,Camp15a,2015,NIER,System,5,From Robots to Humans: Visualizations for Robot Sensor Data,"Campusano, M.","Fabry, J.",,,,,,,,,,,2,1,2,0,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
332,Petr15a,2015,NIER,System,5,Visualizing Interactive and Shared Debugging Sessions,"Petrillo, F.","Lacerda, G.","Pimenta, M.","Freitas, C.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
333,Kube15a,2015,NIER,System,5,On Understanding How Developers Use the Spotter Search Tool,"Kubelka, J.","Bergel, A.","Chis, A.","Gîrba, T.","Reichhart, S.","Robbes, R.","Syrel, A.",,,,,,7,1,4,2,5,1,2,1,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
334,Matt15a,2015,NIER,Commentary,5,Unified Model for Software Engineering Data,"Mattila, A.L.","Luoto, A.","Terho, H.","Hylli, O.","Sievi-Korte, O.","Systa_, K.",,,,,,,6,1,1,1,1,1,1,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
335,Saie15a,2015,NIER,Technique,5,Visualization Based API Usage Patterns Refining,"Saied, M.A.","Benomar, O.","Sahraoui, H.",,,,,,,,,,3,1,3,5,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
336,Cott15a,2015,NIER,Design Study,5,Pixel-Oriented Techniques for Visualizing Next-Generation HPC Systems,"Cottam, J.","Martin, B.","Dalessandro, L.","Lumsdaine, A.",,,,,,,,,4,1,1,1,2,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
337,Saka15a,2015,NIER,System,5,Extracting a Unified Directory Tree to Compare Similar Software Products,"Sakaguchi, Y.","Ishio, T.","Kanda, T.","Inoue, K.",,,,,,,,,4,1,2,1,2,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
338,Geor15a,2015,Tool,Design Study,5,Kayrebt: An Activity Diagram Extraction and Visualization Toolset Designed for the Linux Codebase,"Georget, L.","Tronel, F.","Tong, V.V.T.",,,,,,,,,,3,1,1,1,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
339,Abut15a,2015,Tool,Design Study,5,SMNLV: A Small-Multiples Node-Link Visualization Supporting Software Comprehension by Displaying Multiple Relationships in Software Structure,"Abuthawabeh, A.","Zeckzer, D.",,,,,,,,,,,2,3,6,0,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
340,Pape15a,2015,Tool,System,5,Polyhedral User Mapping and Assistant Visualizer Tool for the R-Stream Auto-Parallelizing Compiler,"Papenhausen, E.","Wang, B.","Langston, M.H.","Baskaran, M.","Henretty, T.","Izubuchi, T.","Johnson, A.","Jung, C.","Lin, M.","Meister, B.","Mueller, K.","Lethin, R.",10,1,1,1,1,1,1,1,1,1,1,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
341,Moln15a,2015,Tool,Design Study,5,Live Visualization of GUI Application Code Coverage with GUITracer,"Molnar, A.J.",,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
342,Sant15a,2015,Tool,System,5,OrionPlanning: Improving Modularization and Checking Consistency on Software Architecture,"Santos, G.","Anquetil, N.","Etien, A.","Ducasse, S.","Valente, M.T.",,,,,,,,5,1,1,1,4,1,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
343,Meri15b,2015,Tool,Technique,5,Explora: A Visualisation Tool for Metric Analysis of Software Corpora,"Merino, L.","Lungu, M.","Nierstrasz, O.",,,,,,,,,,3,1,4,2,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
344,Kout15a,2015,Tool,Design Study,5,Advancing Data Race Investigation and Classification through Visualization,"Koutsopoulos, N.","Northover, M.","Felden, T.","Wittiger, M.",,,,,,,,,4,1,1,1,1,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
345,Redd15a,2015,Tool,Formalism,5,"SPIDER SENSE: Software-Engineering, Networked, System Evaluation","Reddy, N.H.","Kim, J.","Palepu, V.K.","Jones, J.A.",,,,,,,,,4,1,1,1,3,5,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
346,Hodn15a,2015,Tool,Design Study,5,XVIZIT: Visualizing Cognitive Units in Spreadsheets,"Hodnigg, K.","Pinzger, M.",,,,,,,,,,,2,1,3,0,0,0,0,0,0,0,0,2015,VISSOFT,3nd IEEE Working Conference on Software Visualization,"Bremen, Germany","September 27-28, 2015"
